page_id,page_title,page_views,intro_text
18998781,"Nike, Inc.",76926,"Nike, Inc. () is an American multinational corporation that is engaged in the design, development, manufacturing, and worldwide marketing and sales of footwear, apparel, equipment, accessories, and services. The company is headquartered near Beaverton, Oregon, in the Portland metropolitan area. It is the world's largest supplier of athletic shoes and apparel and a major manufacturer of sports equipment, with revenue in excess of US$24.1&nbsp;billion in its fiscal year 2012 (ending May 31, 2012). As of 2012, it employed more than 44,000 people worldwide. In 2014 the brand alone was valued at $19 billion, making it the most valuable brand among sports businesses. As of 2017, the Nike brand is valued at $29.6 billion. Nike ranked No. 89 in the 2018 Fortune 500 list of the largest United States corporations by total revenue. The company was founded on January 25, 1964, as Blue Ribbon Sports, by Bill Bowerman and Phil Knight, and officially became Nike, Inc. on May 30, 1971. The company takes its name from Nike, the Greek goddess of victory. Nike markets its products under its own brand, as well as Nike Golf, Nike Pro, Nike+, Air Jordan, Nike Blazers, Air Force 1, Nike Dunk, Air Max, Foamposite, Nike Skateboarding, Nike CR7, and subsidiaries including Brand Jordan, Hurley International and Converse. Nike also owned Bauer Hockey (later renamed Nike Bauer) from 1995 to 2008, and previously owned Cole Haan and Umbro. In addition to manufacturing sportswear and equipment, the company operates retail stores under the Niketown name. Nike sponsors many high-profile athletes and sports teams around the world, with the highly recognized trademarks of ""Just Do It"" and the Swoosh logo."
19035615,IHS Markit,9668,IHS Markit Ltd is a London–based global information provider formed in 2016 with the merger of IHS Inc. and Markit Ltd. Some parts of this company are pre-1800.
19135734,Splunk,20998,"Splunk Inc. is an American public multinational corporation based in San Francisco, California, that produces software for searching, monitoring, and analyzing machine-generated big data, via a Web-style interface. Splunk (the product) captures, indexes, and correlates real-time data in a searchable repository from which it can generate graphs, reports, alerts, dashboards, and visualizations. Splunk intends to make machine data accessible across an organization by identifying data patterns, providing metrics, diagnosing problems, and providing intelligence for business operations. Splunk is a horizontal technology used for application management, security and compliance, as well as business and web analytics. As of early 2016, Splunk had over 10,000 customers."
19140120,East West Bancorp,471,"East West Bancorp is the parent company of East West Bank. It is a publicly owned company with $42.1 billion in assets as of April 18, 2019. The Company’s wholly owned subsidiary, East West Bank, is the largest independent bank headquartered in Southern California. It is a premier bank focused exclusively on the United States and Greater China markets and operates over 130 locations worldwide, including the markets of California, Georgia, Massachusetts, Nevada, New York, Texas and Washington. In Greater China, East West’s presence includes full service branches in Hong Kong, Shanghai, Shantou and Shenzhen, and representative offices in Beijing, Chongqing, Guangzhou, Taipei and Xiamen. East West Bancorp Inc. operates segments in Retail Banking, Commercial Banking, and Other. On May 28, 1999, East West Bancorp Inc., parent company of wholly owned East West Bank, announced that it had completed its $13.5 million acquisition of First Central Bank, N.A. in an all-cash transaction."
19356461,National Fuel Gas,544,"National Fuel Gas Company (NYSE: NFG) is a diversified energy company with $6.2 billion in assets distributed among the following five operating segments: Exploration and Production (Seneca Resources Company, LLC), Pipeline and Storage (National Fuel Gas Supply Corporation and Empire Pipeline, Inc.), Gathering (National Fuel Gas Midstream Company, LLC), Utility (National Fuel Gas Distribution Corporation), and Energy Marketing (National Fuel Resources, Inc. - NFR). National Fuel Gas was incorporated in 1902 and is based in Williamsville, New York. The Utility segment sells natural gas or provides natural gas transportation services to more than 740,000 customers through a local distribution system located in western New York and northwestern Pennsylvania. The Pipeline and Storage segment provides interstate natural gas transportation and storage services for affiliated and non-affiliated companies through an integrated system of 2,972 miles of pipeline and 31 underground natural gas storage fields (including 4 storage fields co-owned with nonaffiliated companies). The Exploration and Production segment, headquartered in Houston, Texas (with local offices in Pittsburgh, Pa and Bakersfield, Calif.), explores for, develops and produces natural gas and oil reserves in California and the Appalachia Region. Seneca’s primary focus is now the Marcellus and Utica Shales in Pennsylvania, where the company controls 785,000 net prospective acres that includes stacked pay potential. The Energy Marketing segment markets natural gas to industrial, commercial, public authority and residential end users located in New York and Pennsylvania."
19525457,The Wendy's Company,2562,"The Wendy's Company is an American holding company for the major fast food chain, Wendy's. Its headquarters are in Dublin, Ohio. The company was known as Deisel-Wemmer Co. from 1884 to 1929, Deisel-Wemmer-Gilbert Corporation from 1929 to 1946, DWG Cigar Corporation from 1946 to 1966, DWG Corporation from 1966 to 1993, Triarc Companies, Inc. from 1993 to 2008, and Wendy's/Arby's Group, Inc. from 2008 to 2011, and assumed its current name in 2011. The company's principal subsidiary, Wendy's International, is the franchisor of Wendy's restaurants."
19525699,Steel Dynamics,978,"Steel Dynamics, Inc., sometimes abbreviated as ""SDI"", is a steel producer based in Fort Wayne, Indiana. With a production capacity of 11.35 million tons, Steel Dynamics is the 3rd largest producer of carbon steel products in the United States. SDI is among the most profitable American steel companies in terms of profit margins and operating profit per ton. The company is ranked 312th on the Fortune 500."
19547325,Tableau Software,22182,"Tableau Software ( ) is an American interactive data visualization software company founded in January 2003 by Christian Chabot, Pat Hanrahan and Chris Stolte, in Mountain View, California. The company is currently headquartered in Seattle, Washington, United States focused on business intelligence. On August 1, 2019, Salesforce.com acquired Tableau. Chabot, Hanrahan and Stolte were researchers at the Department of Computer Science at Stanford University who specialized in visualization techniques for exploring and analyzing relational databases and data cubes. The company was started as a commercial outlet for research produced at Stanford between 1999-2002. Tableau products query relational databases, online analytical processing cubes, cloud databases, and spreadsheets to generate graph-type data visualizations. The products can also extract, store, and retrieve data from an in-memory data engine."
19589878,Stericycle,2830,"Stericycle is a compliance company that specializes in collecting and disposing regulated substances, such as medical waste and sharps, pharmaceuticals, hazardous waste, and providing services for recalled and expired goods. It also provides related education and training services, and patient communication services. The company was founded in 1989 and is headquartered in Bannockburn, Illinois, with many more bases of operation around the world, including toxic waste incinerators in Utah and North Carolina."
19629560,Procter & Gamble,41137,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health/consumer health, and personal care and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included foods, snacks, and beverages. P&G is incorporated in Ohio. In 2014, P&G recorded $83.1&nbsp;billion in sales. On August 1, 2014, P&G announced it was streamlining the company, dropping and selling off around 100 brands from its product portfolio in order to focus on the remaining 65 brands, which produced 95% of the company's profits. A. G. Lafley—the company's chairman, president, and CEO until October 31, 2015—said the future P&G would be ""a much simpler, much less complex company of leading brands that's easier to manage and operate"". David S. Taylor is the current president and CEO of P&G."
19706909,Pioneer Natural Resources,1386,"Pioneer Natural Resources Company is a company engaged in hydrocarbon exploration in the Cline Shale, which is part of the Spraberry Trend of the Permian Basin, where the company is the largest acreage holder. The company is organized in Delaware and headquartered in Irving, Texas. The company is ranked 497th on the Fortune 500. As of December 31, 2018, the company had of proved reserves, of which 54% was petroleum, 23% was natural gas liquids, and 23% was natural gas. In 2018, the company produced per day, of which 60% was petroleum, 19% was natural gas liquids, and 21% was natural gas."
20275600,Aqua America,1315,"Aqua America is a water and wastewater utility company that serves about 3 million people in Pennsylvania, Ohio, North Carolina, Illinois, Texas, New Jersey, Indiana and Virginia. The company provides drinking water and wastewater treatment infrastructure and services. The company began in Pennsylvania and remains headquartered in Bryn Mawr."
20420255,HD Supply,2345,"The company was founded in 1974 as Maintenance Warehouse in San Diego, CA. In 1997 The Home Depot purchased Maintenance Warehouse with its dedicated delivery trucks and free delivery service. In 2004 Maintenance Warehouse changed its name to HD Supply. In January 2006, Home Depot announced that it was acquiring Hughes Supply in a $3.2 billion deal. Hughes Supply was integrated into the HD Supply division. Home Depot, after changing CEO's from Bob Nardelli to Frank Blake, decided to sell HD Supply, in order to raise capital to repurchase Home Depot stock and shore up the stock price. In 2007 the company was purchased by private equity firms Bain Capital LLC; The Carlyle Group; and Clayton, Dubilier & Rice and continued as HD Supply. On June 27, 2013, HD Supply Holdings, Inc., the indirect parent of HD Supply, Inc., announced that it had priced an initial public offering of 53,191,489 shares of common stock at $18.00 per share. The shares began trading on the NASDAQ Global Select Market on June 27, 2013 under the ticker symbol HDS. In December 2014 SEC filings show that The Carlyle Group and Clayton, Dubilier, & Rice have sold off their holdings of HD Supply. However, on 1 August 2017, Clayton, Dubilier & Rice acquired the Waterworks division of HD Supply for USD 2.5 billion, and changed its name to Core & Main."
20563054,T-Mobile US,22319,"T-Mobile US, Inc., commonly shortened to T-Mobile, is a United States–based wireless network operator whose majority shareholder is the German telecommunications company Deutsche Telekom (DT). Its headquarters are located in Bellevue, Washington, in the Seattle metropolitan area. T-Mobile is the third-largest wireless carrier in the United States, with 84.2 million customers as of the end of Q3 2019. T-Mobile US provides wireless voice and data services in the United States, Puerto Rico and the U.S. Virgin Islands under the T-Mobile and Metro by T-Mobile brands (which it acquired in a reverse takeover in 2013, resulting in the company going public on the NASDAQ stock exchange), and also serves as the host network for many mobile virtual network operators. The company has annual revenues of over $40 billion. In 2015, Consumer Reports named T-Mobile the number one American wireless carrier."
20984879,RingCentral,7404,"RingCentral () is a publicly traded provider of cloud-based communications and collaboration solutions for businesses. The company is considered the leader in Unified Communications as a Service in terms of revenue and subscriber seats. RingCentral CEO Vlad Shmunis and CTO Vlad Vendrow founded the company in 1999. RingCentral investors included Doug Leone, Sequoia Capital, David Weiden, Khosla Ventures, Rob Theis, Scale Venture Partners, Bobby Yerramilli-Rao, Hermes Growth Partners and DAG Ventures. It completed its IPO in 2013."
21187437,SL Green Realty,1254,SL Green Realty Corp. is a real estate investment trust that primarily invests in office buildings and shopping centers in New York City.
21249207,FireEye,5204,"FireEye is a publicly traded cybersecurity company headquartered in Milpitas, California. It provides hardware, software, and services to investigate cybersecurity attacks, protect against malicious software, and analyze IT security risks. FireEye was founded in 2004. Initially, it focused on developing virtual machines that would download and test internet traffic before transferring it to a corporate or government network. The company diversified over time, in part through acquisitions. In 2014, it acquired Mandiant, which provides incident response services following the identification of a security breach. FireEye went public in 2013. USAToday says FireEye ""has been called in to investigate high-profile attacks against Target, JP Morgan Chase, Sony Pictures, Anthem and others"". Yahoo Finance says FireEye is again the fastest-growing cyber security firm, according to Deloitte."
21955841,Zynga,9959,"Zynga Inc. is an American social game developer running social video game services founded in April 2007 with headquarters in San Francisco, California, United States. The company primarily focuses on mobile and social networking platforms. Zynga states its mission as ""connecting the world through games."" Zynga launched its best-known game, FarmVille, on Facebook in June 2009, reaching 10 million daily active users (DAU) within six weeks. As of August 2017, Zynga had 30 million monthly active users (MAU). In 2017 its most successful games were Zynga Poker; Words with Friends 2, with about 57 million games being played at any given moment; and CSR Racing 2, the most popular racing game on mobile devices. Zynga began trading on NASDAQ December 16, 2011, under the ticker ZNGA."
22378921,West Pharmaceutical Services,2205,"West Pharmaceutical Services, Inc. is a designer and manufacturer of injectable pharmaceutical packaging and delivery systems. Founded in 1923 by Herman O. West and J.R. Wike of Philadelphia, the company is headquartered in Exton, Pennsylvania. In its early years of development, West produced rubber components for packaging injectable drugs, providing a sterile environment for the producers of penicillin and insulin."
22756627,Gardner Denver,2663,"Gardner Denver, founded in 1859, is an American worldwide provider of industrial equipment, technologies and related parts and services to a broad and diverse customer base through a family of brands. The company has over 30 manufacturing facilities located in the Americas, Europe, the Middle East, and Asia Pacific with offices in 35 different countries. Based in Milwaukee, Wisconsin, USA, it operates in three groups: the Industrials Group, Energy Group, and Medical Group."
22759947,Ingredion,3278,"Ingredion Incorporated (formerly Corn Products International, Inc) is an ingredient provider based in Westchester, Illinois producing mainly starch, modified starches and starch sugars as glucose syrup and high fructose syrup. The company turns corn, tapioca, potatoes, and other vegetables and fruits into ingredients for the food, beverage, brewing, and pharmaceutical industries and numerous industrial sectors. It has more than 11,000 employees around the world in 44 locations, and customers in more than 60 markets in over 40 countries. In 2017, net sales were $6.18 billion."
22932094,Aramark,5464,"Aramark Corporation, known commonly as Aramark, is an American food service, facilities, and uniform services provider to clients in areas including education, healthcare, business, corrections, and leisure. It operates in North America (United States and Canada) and an additional 20 countries, including United Kingdom, Germany, Philippines, South Korea, Chile, Ireland and Spain. The company is headquartered in Center City, Philadelphia, Pennsylvania. Aramark's revenues totaled US$14.604 billion in 2018, and the company was listed as the 27th largest employer on the Fortune 500."
23039062,Live Nation Entertainment,25574,"Live Nation Entertainment is an American global entertainment company, founded in 2010, following the merger of Live Nation and Ticketmaster. The company promotes, operates, and manages ticket sales for live entertainment in the United States and internationally. It also owns and operates entertainment venues, and manages the careers of music artists."
23069970,CenturyLink,13843,"CenturyLink, Inc. is a global technology company headquartered in Monroe, Louisiana that offers communications, network services, security, cloud solutions, voice and managed services. The company is a member of the S&P 500 index and the Fortune 500. Its communications services include local and long-distance voice, broadband, Multi-Protocol Label Switching (MPLS), private line (including special access), Ethernet, hosting (including cloud hosting and managed hosting), data integration, video, network, public access, Voice over Internet Protocol (VoIP), information technology and other ancillary services. CenturyLink also serves global enterprise customers across North America, Latin America, EMEA and Asia Pacific."
23103527,Ardagh Group,1703,"Ardagh Group is a Luxembourg-based producer of glass and metal products that has ""grown in the past two decades into one of the world’s largest metal and glass packaging companies"". As of 2012, the company operated 89 facilities in 22 countries, employed approximately 23,500 people, and had approximately €7.7 billion in revenue."
23110040,Worldpay,6381,"Worldpay Group plc (formerly RBS WorldPay) was a payment processing company. It was acquired by FIS in July 2019 for $43 billion. It was listed on the London Stock Exchange until 16 January 2018 when it was acquired by Vantiv to form Worldpay, Inc."
23245001,National Retail Properties,501,"National Retail Properties, Inc. is a real estate investment trust that invests in shopping centers that are subject to NNN Leases. It is organized in Maryland with its principal office in Orlando, Florida. As of December 31, 2017, the company owned 2,764 properties containing 29,093,000 square feet. As of December 31, 2017, 18.2% of the company's revenue was from properties in Texas and 8.7% of the company's revenue was from properties in Florida."
23445673,Pegasystems,6198,"Pegasystems Inc. is an American software company based in Cambridge, Massachusetts. Founded in 1983, Pegasystems develops software for customer relationship management (CRM), digital process automation, and business process management (BPM). The company has been publicly traded since 1996 as PEGA (NASDAQ). The company's core product is the Pega Platform, which is part of its Pega Infinity suite of applications for customer engagement and digital process automation."
23676663,Dr Pepper Snapple Group,5747,"Dr Pepper Snapple Group is an American multinational soft drink company based in Plano, Texas, and as of July 2018 it is a business unit of the newly formed publicly traded conglomerate Keurig Dr Pepper. Formerly Cadbury Schweppes Americas Beverages, part of Cadbury Schweppes, on May 5, 2008 it was spun off from Cadbury Schweppes as Dr Pepper Snapple Group, with trading in its shares starting on May 7, 2008 on the NYSE as ""DPS"". The remainder of Cadbury Schweppes become Cadbury, a confectionery group, on May 5, 2008. On July 9, 2018 Keurig Green Mountain acquired Dr Pepper Snapple Group, and became Keurig Dr Pepper; the following day the merged company began trading anew on the NYSE as ""KDP""."
23851153,CoreSite,667,"CoreSite Realty Corporation is a real estate investment trust that invests in carrier-neutral data centers and provides colocation and peering services. As of December 31, 2018, the company owned 22 operating data center facilities in 8 markets comprising over 4.4 million net rentable square feet. The properties are in Boston, Chicago, Denver, Los Angeles, Miami, New York City, Northern Virginia, San Francisco/San Jose, California, Santa Clara, California, and the Washington, D.C. areas. The company has over 1,350 customers including enterprises, network operators, cloud providers, and supporting service providers."
23970827,Cantel Medical Corporation,510,"Cantel Medical Corporation is an American company which produces and sells medical equipment. The company is based in Little Falls, NJ. The company has three subsidiaries: * MEDIVATORS, based in Minneapolis, MN, which sells Dialysis, Endoscope Reprocessing and Therapeutic Filtration * Crosstex, based in Hauppauge, NY, which sells healthcare disposables, primarily dental supplies and disinfectants * Mar Cor Purification, with locations in Skippack, PA and Plymouth, MN, which manufactures and sells water purification and filtration products to the medical, pharmaceutical, biotechnology, research and other industrial markets."
24428393,Clean Harbors,1245,"Clean Harbors, Inc. is a provider of environmental, energy and industrial services, including hazardous waste disposal for companies, including Fortune 500 companies, small waste generators and federal, state, provincial and local governments. The company has expanded through organic growth and acquisitions to approximately 400 service locations in North America including over 50 hazardous waste management facilities in 38 U.S. states, seven Canadian provinces, Mexico and Puerto Rico. The company is included in the S&P 400 mid-cap index and the S&P 1500 composite index."
24620217,Verisk Analytics,7191,"Verisk Analytics, Inc. is an American data analytics and risk assessment firm based in Jersey City, New Jersey, United States, serving customers worldwide in insurance, natural resources, financial services, government, and risk management. The company uses proprietary data sets and industry expertise to provide predictive analytics and decision support solutions in fraud prevention, actuarial science, insurance coverages, fire protection, catastrophe and weather risk, data management, and other fields. The company was privately held until its October 6, 2009, initial public offering, which raised $1.9 billion for several of the large insurance companies that were its primary shareholders, making it the largest IPO in the United States for the year 2009. The firm did not raise any funds for itself in the IPO, which was designed to provide an opportunity for the firm's casualty and property insurer owners to sell some or all of their holdings and to provide a market price for those retaining their shares. The 2009 IPO was priced at $22 per share for 85.25 million shares owned by its shareholders, including American International Group, The Hartford and Travelers, making it the largest since the 2008 IPO for Visa Inc. In an action described by investment research company Morningstar as a ""vote of confidence"" in Verisk, Berkshire Hathaway was the only company among the firm's largest shareholders that did not sell any of its stock in the October 2009 IPO."
25365059,Molina Healthcare,2487,"Molina Healthcare is a managed care company headquartered in Long Beach, California, United States. The company provides health insurance to individuals through government programs such as Medicaid and Medicare."
25794155,Healthpeak Properties,1487,"Healthpeak Properties, Inc. formerly HCP, Inc. is a diversified real estate investment trust (REIT) that owns and develops healthcare real estate within the United States for Life Science, Senior Housing and Medical Office. As of 2018, the company owns over $20 billion in assets. In October 2019, HCP, Inc. changed its name to Healthpeak Properties and began trading under the ticker “PEAK” on the New York Stock Exchange (NYSE) on November 5, 2019. In 1985, starting as Healthcare Property Investors, the company became publicly listed through an Independent Public Offering (IPO). The company has grown into a leading healthcare REIT and earned its way into the S&P 500 index in 2008. Healthpeak is a Maryland Corporation and is headquartered in Irvine, California, with offices in Nashville and San Francisco. Thomas M. Herzog currently serves as the company's Chief Executive Officer (CEO) and is a member of the Board of Directors. He served as HCP's Chief Financial Officer (CFO) after rejoining the company in 2016. Scott M. Brinker was named the company's President and Chief Investment Officer (CIO) in October 2019. Prior to being named President, he served as Executive Vice President and CIO since March 2018."
25895332,Voya Financial,2978,"Voya Financial is an American financial, retirement, investment and insurance company based in New York, New York. Voya began as ING U.S., the United States operating subsidiary of ING Group, which was spun off in 2013 and established independent financial backing through an initial public offering. In April 2014, the company rebranded itself as Voya Financial. Voya's predecessors had first entered the U.S. market in the 1970s. As of 2016, Voya served approximately 14.7 million customers with over $550 billion combined in assets under management (AUM) and assets under administration (AUA)."
26164416,Watsco,654,"Watsco, Inc. is the largest distributor of air conditioning, heating and refrigeration equipment and related parts and supplies (HVAC/R) in the United States. Watsco was founded more than 60 years ago as a manufacturer of parts, components and tools used in the HVAC/R industry. Under the leadership of its current CEO, Albert H. Nahmad, from 1973 to 1988 Watsco grew from US$5 million in revenues to US$25 million. In 1989, the company shifted its focus from manufacturing to distribution by acquiring Gemaire Distributors Inc., a South Florida-based Rheem distributor. By 1997, Watsco added other OEMs to the mix and moved into commercial refrigeration as a result of the acquisition of Baker Distributing Company. Watsco divested its manufacturing business in 1998, selling it to International Comfort Products Corporation, now part of Carrier Corporation (Carrier). Revenues increased from US$64.1 million in 1989 to US$4.5 billion in 2018 via a strategy of acquiring companies with established market position and subsequently building revenues and profit through a combination of adding locations, products, services and other initiatives. Watsco's goal is to build a network of locations throughout North America that provide the finest service and product availability for HVAC/R contractors, assisting and supporting them as they serve homeowners and businesses. Watsco has approximately 5,200 employees assisting approximately 90,000 contractors and dealers who in turn, service, repair or replace HVAC/R systems in homes and businesses. At December 31, 2018, the company operated from 571 locations in 37 U.S. states, Canada, Mexico and Puerto Rico with additional market coverage on an export basis to Latin America and the Caribbean. Watsco is the only publicly traded HVAC/R distributor. The company's Common stock is traded under the symbol WSO on the New York Stock Exchange (NYSE). The company's Class B common stock is traded on the NYSE under the ticker symbol WSO.B. Albert Nahmad, Chairman and CEO, controls the company with 52% of the combined voting power."
26569739,Atlassian,20827,"Atlassian Corporation Plc () is an Australian enterprise software company that develops products for software developers, project managers, and content management. It is best known for its issue tracking application, Jira, and its team collaboration and wiki product, Confluence. Atlassian serves over 135,000 customers."
26700878,Reinsurance Group of America,1979,"Reinsurance Group of America, Incorporated (NYSE: RGA) is a holding company for a global life and health reinsurance entity based in Greater St. Louis within the western suburb of Chesterfield, Missouri, United States. With approximately $3.3 trillion of life reinsurance in force and assets of $64.5 billion as of December 31, 2018, RGA has grown to become the only international company to focus primarily on life and health-related reinsurance."
26895574,Ultimate Software,2377,"Ultipro Software is an American technology company that develops and sells UltiPro, a cloud-based human capital management (HCM) software system for businesses. Headquartered in Weston, Florida, the company was founded in 1990 by current president and CEO, Scott Scherr, and released its first version of software in 1993. As of the fourth quarter in 2017, Ultimate Software reported total revenues of over $940.7 million. As of 2017, the company employs more than 4,200 people and services 4,100 customers in 160 countries. Ultimate has offices around the USA, Canada, UK, and Singapore. On February 4, 2019, Hellman & Friedman Capital Partners announced it would purchase Ultimate Software Group for $11 billion; the purchase closed on May 3, 2019."
26928632,Prosperity Bancshares,506,"Prosperity Bancshares, Inc. is a bank holding company operating in various areas in Texas and central Oklahoma. The company is headquartered in Houston, Texas. The company (through its main subsidiary, Prosperity Bank) operates (as of January 4, 2016) 248 branch locations, organized as follows: *67 in the Greater Houston area (including The Woodlands) *30 in South Texas (including Corpus Christi and Victoria) *36 in the Dallas/Fort Worth Metroplex *22 in East Texas *29 in Central Texas (including Austin and San Antonio) *34 in West Texas *16 in the Bryan/College Station area *14 in Oklahoma (six in the Central Oklahoma area and eight in the Tulsa area)"
27355700,"Square, Inc.",22804,"Square, Inc. is a financial services, merchant services aggregator, and mobile payment company based in San Francisco, California. The company markets several software and hardware payments products and has expanded into small business services. The company was founded in 2009 by Jack Dorsey and Jim McKelvey and launched its first app and service in 2010. It has been traded as a public company on the New York Stock Exchange since November 2015 with the ticker symbol SQ."
27499604,Univar Solutions,2728,Univar Solutions is a global chemical and ingredients distributor and provider of value-added services who works with leading suppliers worldwide. The company was founded in 1924 as Van Waters & Rogers. It was also formerly known as Royal Vopak and later Univar. The company changed its name to Univar Solutions following the acquisition of Nexeo Solutions in 2019.
27681799,DocuSign,8166,"DocuSign, Inc. is an American company headquartered in San Francisco, California that helps organizations connect and automate how they prepare, sign, act on, and manage agreements. As part of the DocuSign Agreement Cloud, DocuSign offers eSignature, a way to sign electronically on practically any device, from almost anywhere, at any time. Today, more than 475,000 customers and hundreds of millions of users in over 180 countries use DocuSign. Signatures processed by DocuSign are compliant with the US ESIGN Act and the European Union's Electronic Signatures Directive (1999/93/EC). In April 2018, DocuSign filed for an initial public offering. At the time of the IPO, the largest shareholders were venture investment firms Sigma Partners, Ignition Partners, Frazier Technology Ventures, and former CEO Keith Krach was the largest individual shareholder. None of the original founders, or current CEO Daniel Springer, are major shareholders. The company went public on the NASDAQ on April 27, 2018."
27686819,United Airlines Holdings,8785,"United Airlines Holdings, Inc. is a publicly traded airline holding company headquartered in the Willis Tower in Chicago. UAH owns and operates United Airlines, Inc. On June 27, 2019, the name of the parent company was changed from United Continental Holdings to United Airlines Holdings. The company is the successor of UAL Corporation, which agreed to change its name to United Continental Holdings in May 2010, when a merger agreement was reached between United and Continental Airlines. To effect the merger, Continental shareholders received 1.05 shares of UAL stock for each Continental share; at the time of closing, it was estimated that United shareholders owned 55% of the merged entity and Continental shareholders owned 45%. The company or its subsidiary airlines also have several other subsidiaries. Once completely combined, United became the world's largest airline, as measured by revenue passenger miles. United is a founding member of the Star Alliance. UAH has major operations at Chicago–O'Hare, Denver, Houston–Intercontinental, Los Angeles, Newark (New Jersey), San Francisco, and Washington–Dulles. Additionally, UAH's United is the largest U.S. carrier to the People's Republic of China and maintains a large operation throughout Asia. UAH uses Continental's operating certificate and United's repair station certificate, having been approved by the FAA on November 30, 2011."
27786746,Nordson Corporation,741,"Nordson Corporation is an American multinational corporation that designs and manufactures dispensing equipment for consumer and industrial adhesives, sealants and coatings. The company also manufactures equipment used in the testing and inspection of electronic components, technology-based systems for curing and surface treatment processes as well as medical devices and component technologies. The company is headquartered in Westlake, Ohio, and has direct operations and sales-support offices in approximately 30 countries."
28014927,NextEra Energy,5040,"NextEra Energy, Inc. is a Fortune 200 energy company with about 45,900 megawatts of generating capacity, revenues of over $17 billion in 2017, and about 14,000 employees throughout the United States and Canada. It is the largest electric utility holding company by market capitalization. Its subsidiaries include Florida Power & Light, NextEra Energy Resources, NextEra Energy Partners, Gulf Power Company, and NextEra Energy Services. FPL, the largest of the subsidiaries, delivers rate-regulated electricity to approximately 5 million customer accounts, or an estimated 10 million people, across nearly half of Florida and is the third largest electric utility company in the United States. NEER, together with its affiliated entities, is the world's largest generator of renewable energy from the wind and sun. In addition to wind and solar, NextEra Energy Resources owns and operates generating plants powered by natural gas, nuclear energy, and oil. The company ranked 167th on the 2018 Fortune 500 of the largest United States corporations by revenue. Nextera Energy is incorporated in Florida."
28102295,Air Lease Corporation,1803,"Air Lease Corporation (ALC) is an American aircraft leasing company founded in 2010 and headed by Steven F. Udvar-Házy. Air Lease purchases new commercial aircraft through direct orders from Boeing, Airbus, Embraer and ATR, and leases them to its airline customers worldwide through specialized aircraft leasing and financing. At the end of 2017, Air Lease reported that it owns 244 Airbus, Boeing, Embraer, and ATR aircraft, which it leases to over 91 airlines across 55 countries in every major geographical region in the world. Air Lease provides airlines with net operating leases, which require the lessee to pay for maintenance, insurance, taxes and all other aircraft operating expenses during the lease term. , Air Lease owns 271 aircraft, 38.9% of which are Boeing 737-800s, and had 391 aircraft on order."
28343659,ICU Medical,958,"ICU Medical, Inc. is a San Clemente, California-based company with global operations that develops, manufactures, and sells medical technologies used in vascular therapy, oncology, and critical care applications. ICU Medical’s products are designed to prevent bloodstream infections and protect healthcare workers from exposure to infectious diseases or hazardous drugs. ICU Medical's product line includes intravenous therapy (IV) products, pumps, needle-free vascular access devices, custom infusion sets, closed system hazardous drug handling devices and systems, sensor catheters, needle-free closed blood sampling systems, and hemodynamic monitoring systems. ICU Medical’s products are designed to prevent bloodstream infections and protecting healthcare workers from exposure to infectious diseases or hazardous drugs. In addition, the company's IV medication compounding and delivery products are designed to improve medication and dosing accuracy and improve clinical workflows. ICU Medical has been named one of the 100 Most Trustworthy Companies in America by Forbes Magazine."
28495884,Dexcom,2264,"Dexcom, Inc. is a company that develops, manufactures, and distributes continuous glucose monitoring systems for diabetes management. It operates internationally with headquarters in San Diego, California."
28714842,HollyFrontier,1011,"The HollyFrontier Corporation is a Fortune 500 company based in Dallas, TX. HollyFrontier is a petroleum refiner and distributor of petroleum products, from gasoline to petroleum-based lubricants and waxes. George Damaris currently holds the title as CEO. The company has primary refining operations in Kansas, New Mexico, Oklahoma, Utah, and Wyoming."
28741816,Graphic Packaging,895,"Graphic Packaging International, Inc. () is a Fortune 500 corporation based in Sandy Springs, Georgia, United States. It is a leading company in the design and manufacturing of packaging for commercial products. GPI manufactures paperboard and folding cartons for a wide range of popular consumer goods, particularly beverages and packaged food. The company operates mills in Kalamazoo and Battle Creek, Michigan, West Monroe, Louisiana, Augusta, Georgia , Texarkana, Texas and in Macon, Georgia, that uses recycled municipal wastewater in the manufacture of food grade cardboard and coated paper board. Its President and Chief Executive Officer is Michael P. Doss."
28741978,Targa Resources,753,"Targa Resources () is a Fortune 500 company based at 811 Louisiana, formerly known as Two Shell Plaza, in Houston, Texas. Targa, a midstream energy corporation, is one of the largest providers of natural gas and natural gas liquids in the United States. Their operations are based largely, though not entirely, on the Gulf Coast, particularly in Texas and Louisiana. Joe Bob Perkins has been Chief Executive Officer since 2012."
